,character,line #,line
49,FRANK D'IGNAZIO,49,"Sweet, nothing.  I gotta get rid of
these things.  One plant, and I'm
invaded by tomatoes.  When I was a
kid ..."
50,ANDERSON,50,"Before all this genetically engineered
crap ..."
51,FRANK D'IGNAZIO,51,"Yeah well, it's true.  It used to be
a challenge to grow things.  An art.
Now you put one plant in the ground
-- then jump the hell out of the
way."
52,ANDERSON,52,Coffee?
53,FRANK D'IGNAZIO,53,"Nah, thanks.  Can't stay.  You guys
are rushing off to work anyway."
54,LISA,54,You and Ellie come for supper then.
55,ANDERSON,55,We'll barbecue.
56,FRANK D'IGNAZIO,56,"You betcha.  We'll bring some more
tomatoes -- a new batch will have
grown by then."
57,INTERCOM VOICE,57,"Yes, Director Anderson?"
58,ANDERSON,58,"Where's Ennis Page?  Why hasn't he
delivered this morning's Precog discs?"
59,INTERCOM VOICE,59,"I'll find him, sir."
60,WITWER,60,"Bullying the staff again, Director
Anderson?"
61,ANDERSON,61,Screw you.
62,ANDERSON (CONT'D),62,"Was that fun for you, yesterday?"
63,WITWER,63,The Johnny Palmer bust?
64,ANDERSON,64,Yeah.
65,WITWER,65,It was okay.  We got our man.
66,ANDERSON,66,When do we
67,ANDERSON,67,get our man?
68,PAGE,68,"Sorry I'm late, sir.  Precogs put
out a heavy national volume this
morning -- four for our zone."
69,ANDERSON,69,"Put the case on my desk, Ennis."
70,ANDERSON (CONT'D),70,What was I thinking.
71,ANDERSON,71,"Thanks, Ennis."
72,WITWER,72,Now that's a guy who
73,TOUR GUIDE,73,"Welcome to the main headquarters of
Precrime.  Smaller Precrime branches
are scattered throughout the United
States."
74,TOUR GUIDE (CONT'D),74,"Precrime was established in 2030,
with the harnessing of the remarkable
talents of the Precognitive mutants."
75,TOUR GUIDE (CONT'D),75,"Mr. Harris, can you tell me how many
Precogs there are?"
76,MR. HARRIS,76,"Three.  Uh, right?"
77,TOUR GUIDE,77,"That's exactly right!  A lot of people
assume there are Precogs in every
branch office."
78,TOUR GUIDE (CONT'D),78,"But there are only three Precogs,
right here in this building.  And
the information they give us, we
send out to all the other branches."
79,TOUR GUIDE (CONT'D),79,"And what is that information -what
do the Precogs do?"
80,TIMMY,80,They protect us.
81,TOUR GUIDE,81,"That's right, Timmy.  Because of the
Precogs, you're going to grow up
murderfree.  Isn't that something?"
82,MR. HARRIS,82,"They ever wrong?  The Precogs ever
screw up when they predict a murder?"
83,TOUR GUIDE,83,"sir.  It's an infallible
system.  The Precogs predict a
homicide, and our Precrime police
then apprehend that future murderer
before the event occurs.  And right
next door is the Judicial Center,
where we prosecute the
future murderers."
84,TIMMY,84,Can we see the Precogs?
85,TOUR GUIDE,85,"No, I'm sorry.  That part of the
building is not open to the public."
86,TOUR GUIDE,86,"Now, if you'll just step this way"
87,TOUR GUIDE,87,"to be eternally young, or"
88,ANDERSON,88,"What would they think about if we
unhooked them?"
89,PAGE,89,"They don't think, sir.  They just
see."
90,PAGE (CONT'D),90,"They're not even alive, really."
91,LISA,91,"Director Anderson, do you swear that
the disc you now present to the court
is the only and authentic disc of
the future murder of Carol Palmer by
her husband, John Palmer?"
92,ANDERSON,92,"Yes.  This is the only and authentic
disc of the event seen by the
Precognitive mutants and recorded by
the Precrime Division.  This is the
immutable evidence of the infallible
system."
93,LISA,93,The murder of Carol Palmer will occur
94,ANDERSON,94,"In one week -- June 16th, 2040 at
10:33 in the morning."
95,CAROL,95,"Johnny, please --"
96,JOHNNY,96,"""Johnny, please.  Johnny please."""
97,CAROL,97,You're scaring me.
98,JOHNNY'S SON,98,"DADDY, DON'T.  DADDY"
99,JOHNNY,99,"I don't like you any more, Carol."
100,CAROL,100,"Put the scissors down.  You're scaring
me. Please."
101,JOHNNY (O.S.),101,"Oh, Carol."
102,CAROL (O.S.),102,Johnny!  Stop!
103,JOHNNY (O.S.),103,Don't grab at me!  Let go...
104,JOHNNY'S SON (O.S.),104,Daddy!  No!
105,JOHNNY,105,"I didn't do it.  I'm innocent!  It
didn't happen!"
106,JUDGE,106,How does the defense plead?
107,DEFENSE ATTORNEY,107,"The defense acknowledges the
infallibility of the system.  We are
Guilty.  We throw ourselves at the
mercy of the court."
108,JOHNNY,108,No! No! The Precogs are wrong!  No!
109,WITWER,109,Looks like the old days.
110,ANDERSON,110,"That would be bad news for an
infallible system."
111,WITWER,111,"We know it can't be a murder -- the
Precogs would've seen it.  Why do
you insist on coming to these things?"
112,ANDERSON,112,"Keeps the system honest.  And besides,
I like to pretend I'm a cop."
113,ANDERSON (CONT'D),113,Who's got the Coroner?
114,OFFICER,114,"Right here, sir."
115,ANDERSON,115,Hi DOC.
116,HOLOGRAPHIC DOCTOR,116,"Hello, Director Anderson."
117,WITWER,117,"This a homicide, Doc?"
118,HOLOGRAPHIC DOCTOR,118,"I'm presently analyzing neurohormones,
Assistant Director Witwer.  I have
not concluded my examination."
119,HOLOGRAPHIC DOCTOR (CONT'D),119,"I'm detecting carbonization of skull
fragments around the entry wound."
120,WITWER,120,"Bingo.  The guy put the gun to his
own head."
121,HOLOGRAPHIC DOCTOR,121,"I have not determined that yet,
Assistant Director."
122,WITWER,122,"You have good ears for a ghost, Doc."
123,HOLOGRAPHIC DOCTOR,123,"Please rotate the corpse to the
lateral supine position."
124,WITWER,124,Can you imagine if this
125,WITWER,125,"a
homicide?  Who even knows how to
hunt down a killer any more?"
126,ANDERSON,126,"know how, dammit."
127,ANDERSON,127,know how.
128,WITWER,128,"Easy, partner."
129,WITWER,129,"But you know what I'm saying.  The
state legislatures are pushing to
stop funding for training homicide
detectives ..."
130,ANDERSON,130,God bless the Precogs.
131,HOLOGRAPHIC DOCTOR,131,"This event is a negative homicide.
A mortal wound was generated by a
.22 calibre bullet self-delivered to
the parietal 'portion of the skull
on June 10th, 2040, at 11:57 pm,"
132,HOLOGRAPHIC DOCTOR (CONT'D),132,"Eastern Standard Time.  This event
is a positive suicide."
133,WITWER,133,"It's time to stop coming to these,
partner."
134,ANDERSON,134,Yeah.  You're right.
135,ANDERSON,135,"A little bit of me dies every time I
come to one of these things."
136,LISA,136,"It's only a party, Paul."
137,ANDERSON,137,"I'd never have let them appoint me
to Precrime if I'd have known this
was going to be part of it."
138,LISA,138,"You're exactly what Precrime needed.
An amazing homicide cop and a real
person in an unreal job."
139,ANDERSON,139,Exactly.
140,LISA,140,"Precogs.  But they give people the
creeps, too.  You're something they
understandp a regular cop running
things."
141,ANDERSON,141,"Let's invite all these irregular
assholes over for a barbecue.  Burgers
and beer - think they'd come?"
142,SENATOR MALCOLM,142,"come, Mr. Director.  And I'd
make all the other assholes come
with me."
143,SENATOR MALCOLM (CONT'D),143,"Nice job this morning.  Another
negative homicide.  The Precogs never
let us down."
144,SENATOR MALCOLM,144,"I have a dream, Paul."
145,ANDERSON,145,"I know you do, Senator."
146,SENATOR MALCOLM,146,"Hundreds of Precogs.  Not just
predicting murders, but predicting"
147,SENATOR MALCOLM,147,"crimes.  Burglary, arson, assaults"
148,ANDERSON,148,"How about jaywalking?  Littering?
Now"
149,ANDERSON,149,a crime.
150,SENATOR MALCOLM,150,"I don't want a police state, you
know that.  But we have an opportunity
here, and"
151,ANDERSON,151,"No sir, we"
152,ANDERSON,152,"have that
opportunity.  There are only three
Precogs.  They're a lucky accident
of nature.  There are no more."
153,SENATOR MALCOLM,153,We can
154,SENATOR MALCOLM,154,"more.  Just give me your
support.  Help me increase funding
for the Precog Engineering Project."
155,ANDERSON,155,"Precogs aren't sheep or pigs.  Seeing
into the future is a gift, a
nonreproducible event."
156,ANDERSON (CONT'D),156,"There was only one Mozart, and there
are only three Precogs."
157,SENATOR MALCOLM,157,"Fuck Mozart.  The people want to be
safe.  They want that more than they
want food or love."
158,SENATOR MALCOLM (CONT'D),158,"Look at us -it's 2040 and we've
wrapped ourselves up in the 1950's
like a big security blanket.  Why?
Because we want to feel like they
felt.  Safe."
159,ANDERSON,159,"Senator, a world filled with hundreds
of Precogs is not my idea of a safe
place."
160,SENATOR MALCOLM,160,"Sure could use your help, Paul."
161,ANDERSON,161,"I decline, Senator.  I'm sorry."
162,SENATOR MALCOLM,162,"Don't think I'll come to your barbecue
after all."
163,DR. RESFIELD,163,You don't get out here much.
164,ANDERSON,164,Not my sort of place.
165,DR. RESFIELD,165,The head of Precrime squeamish?
166,ANDERSON,166,"When it comes to needles and scalpels,
yeah."
167,DR. RESFIELD,167,I promise we won't use any on you.
168,ANDERSON,168,What
169,ANDERSON,169,you use them on?
170,DR. RESFIELD,170,On bits of this and that.
171,ANDERSON,171,What's happening here?
172,DR. RESFIELD,172,We're in an interesting phase.
173,ANDERSON,173,What's in the cylinders?
174,DR. RESFIELD,174,Neurotissue.
175,ANDERSON,175,From ...?
176,DR. RESFIELD,176,"A fusion of sources.  From the
Precogs' deceased mother.  From the
Precogs themselves."
177,ANDERSON,177,A fusion of ... ?
178,DR. RESFIELD,178,"In lay terms, we mated sperm from
the brothers with ova from the mother
and sister to create new growth."
179,DR. RESFIELD (CONT'D),179,And then we add mutating variables.
180,FRANK D'IGNAZIO,180,"What are you doing, playing hooky?"
181,ANDERSON,181,"It's great out here, Frank.. You got
the touch."
182,FRANK D'IGNAZIO,182,"I got the arthritis, is what I got."
183,FRANK D'IGNAZIO (CONT'D),183,"Ah shit, neighbor."
184,FRANK D'IGNAZIO (CONT'D),184,"Goddamn Precogs don't miss a beat,
do they?"
185,FRANK D'IGNAZIO (CONT'D),185,"Can we do this inside?  Ellie's not
home."
186,ANDERSON,186,"Sure, Frank.  Yeah."
187,FRANK D'IGNAZIO,187,"I thought I'd buried it all.
Thirty-five years -- all those minutes
and days to bury it."
188,FRANK D'IGNAZIO,188,"But suddenly you see the man who
murdered your daughter walking the
streets -- my God it throws you."
189,ANDERSON,189,"He'd served his time, Frank.  I know
it's not fair.  It's way beyond not
fair ..."
190,FRANK D'IGNAZIO,190,"God damn the Precogs.  You know?
Why couldn't they have been around
to save my girl?"
191,FRANK D'IGNAZIO,191,Now they're catching me.
192,FRANK D'IGNAZIO (CONT'D),192,"I really shoot the bastard, huh?
When?"
193,ANDERSON,193,"Next Wednesday, at noon."
194,FRANK D'IGNAZIO,194,Good.
195,ANDERSON,195,"It's not in you, Frank, to kill
anybody."
196,FRANK D'IGRAZIO,196,"Tell it to the Precogs.  It's set in
stone now, right?"
197,FRANK D'IGNAZIO,197,"I don't want to be a part of this
world anymore."
198,ANDERSON,198,"I know, Frank."
199,FRANK D'IGNAZIO,199,"So.  Tell me, Paul.  Do the Precogs
see everything?"
200,ANDERSON,200,No.
201,FRANK D'IGRAZIO,201,Then they won't have seen this.
202,WITWER,202,We
203,WITWER,203,to bring him in.
204,WITWER (CONT'D),204,He was a future murderer.
205,ANDERSON,205,"You blame him?  The guy killed his
daughter!"
206,ANDERSON (CONT'D),206,Yeah.  I know.  I know.
207,ANDERSON (CONT'D),207,"I hate the Precogs, Ed. I believe in
them absolutely and I hate them
absolutely.  Jesus."
208,ANDERSON (CONT'D),208,"And that goddamn lab trying to grow
more of them.  Put a Precog in every
home, you know?  So we can have more
Franks - people shooting themselves --
over who knows what?"
209,WITWER,209,"Precrime did the job it was supposed
to do."
210,WITWER (CONT'D),210,You know it.  And you believe in it.
211,ANDERSON (BEAT),211,Yeah.
212,WITWER,212,"It's not easy.  It beats us down.
Ellie in there -- no doubt she hates
you right now."
213,ANDERSON,213,"That's why I got into this business
-- to be hated."
214,WITWER,214,"They hated us when we were regular
cops.  Now we're Precrime, and they
still hate US.  It's one of the little
perks of law enforcement nobody knows
about."
215,ANDERSON (O.S.),215,"Let's not do this, Ed."
216,ANDERSON,216,"Oh, Ed ..."
217,ANDERSON (CONT'D),217,I kill you.
218,ANDERSON (CONT'D),218,"Oh god, I"
219,ANDERSON (CONT'D),219,you.
220,ALL THREE,220,Murderer!
221,ANGELA,221,Sir?
222,ANDERSON,222,Come in.  Angela.
223,ANGELA,223,"Need you to sign these.  And your
eleven o'clock starts in five minutes."
224,ANDERSON,224,My ... eleven.
225,ANGELA,225,Budget coordination with the FBI.
226,ANGELA,226,"You okay, sir?"
227,ANDERSON,227,Have Page take this.
228,ANGELA,228,"But sir, the procedure"
229,ANDERSON (SNAPS),229,make procedure.  Call him.
230,ANDERSON (SNAPS),230,"I'm not okay, Angela ... you're right."
231,ANGELA,231,Yes sir.
232,ANDERSON,232,"I'll speak to Witwer, put him in
charge for the rest of the day."
233,WITWER,233,"Breaking and entering.  That'll get
you five to ten, hard."
234,WITWER (CONT'D),234,What's wrong?
235,WITWER,235,Paul?
236,ANDERSON,236,Take over for me today?
237,WITWER,237,You sick?
238,ANDERSON,238,Yeah.
239,WITWER,239,"Don't give it to me.  You probably
have that Trans-10 virus going around.
A stomach thing.  I hate stomach
things."
240,ANDERSON,240,Ed.
241,WITWER,241,Yeah?
242,ANDERSON,242,"Run the place, okay?"
243,WITWER,243,Sure.  Right into the ground.
244,WITWER,244,"Go on home before I call Infectious
Control and have them spray you down
with something."
245,WITWER (CONT'D),245,"You want me to do the discs, or hold
them for you to review when you get
back?"
246,ANDERSON,246,Can't let them back up.  Do 'em.
247,WITWER,247,"Call you later.  Take it easy, all
right?"
248,LISA,248,Paul?
249,ANDERSON,249,Listen to me.
250,LISA,250,I can hardly hear you.
251,ANDERSON,251,"I'm underground.  Weakens the signal
so it can't be picked up."
252,LISA,252,But we're on Secure
253,ANDERSON,253,"Listen, dammit!  I'm going to murder
Ed."
254,LISA,254,"Paul.  Paul His crackling voice
faintly comes through the phone."
255,ANDERSON'S VOICE,255,... home.
256,POLICE OFFICER,256,"Hello, sir."
257,ANDERSON,257,"What's your name, officer?"
258,POLICE OFFICER,258,"Bob, uh, Robert Smythe."
259,ANDERSON,259,These the new Python transports?
260,ANDERSON (CONT'D),260,"Sorry, Officer Smythe."
261,ANDERSON,261,Don't move.
262,ANDERSON (CONT'D),262,"Stop!  Moving heats you up, makes it
easier for them to pick you up on
their thermals."
263,LISA,263,It's a hundred degrees in here.
264,ANDERSON,264,"I turned the furnace all the way up.
Your hair dryer.  The oven.  If they
come, it'll buy me twenty seconds.
Maybe thirty."
265,LISA,265,Nobody's coming for you.
266,LISA (CONT'D),266,"On the phone -- what you said.  It's
impossible."
267,ANDERSON,267,I'm going to kill Ed Witwer.
268,LISA,268,It's
269,LISA (CONT'D),269,"You're upset.  You've been unhappy.
There's a lot of pressure on you.
And then Frank ..."
270,ANDERSON,270,"One week from today.  Tuesday, June
25, at five-twenty in the morning.
I"
271,ANDERSON,271,"him, Lisa."
272,LISA,272,You need to take time off.
273,ANDERSON,273,You don't have to worry about that.
274,LISA,274,I want to hold you.
275,ANDERSON,275,"If you love me, stand there.  And"
276,ANDERSON,276,move.
277,ANDERSON (CONT'D),277,"I saw the disc, Lisa.  I shoot him.
In the chest.  And he dies.  I've
watched a thousand murders.  This
time I star in one."
278,LISA,278,Something's
279,LISA,279,it.
280,ANDERSON,280,The Precogs are
281,ANDERSON,281,"emit a single disc.  ""The immutable
evidence of the infallible system."""
282,LISA,282,"We'll figure this out.  We'll review
the system."
283,ANDERSON,283,"There is no review.  There's only
the disc.  It Shows My guilt.  There's
no defense."
284,LISA,284,"You can't run.  Please, let's --"
285,ANDERSON,285,"Last week.  It was strange.  I watched
from the bathroom window.  You went
out in the"
286,ANDERSON,286,to make a call.
287,ANDERSON (CONT'D),287,"An appointment, you said.  For a
haircut that afternoon."
288,ANDERSON (CONT'D),288,"You didn't get your hair cut.  You
went to the trouble of calling first
thing in the morning.  It was"
289,ANDERSON (CONT'D),289,important ...
290,LISA,290,"Stop it!  Paul, please.  You're"
291,LISA,291,"look wrong.  You're going to distrust
everybody and everything now."
292,LISA (CONT'D),292,You
293,LISA (CONT'D),293,distrust me.
294,LISA (CONT'D),294,It was Ed I called.
295,ANDERSON,295,Ed.  why outside?  Why lie about it?
296,LISA,296,Stop being a cop and listen to me!
297,VOICE (O.S.),297,"Director Anderson!  There is no
escape!"
298,LISA,298,"Your birthday's tomorrow!  We wanted
to..."
299,VOICE (O.S.),299,"Drop to your hands and knees and
stay there.  Precrime is entering
your house!"
300,LISA,300,Paul!
301,OFFICER 1,301,"He's got a hair dryer going.  Screwed
up my reading."
302,OFFICER 2,302,We're not picking up shit.
303,OFFICER 2,303,him.  A holograph decoy.
304,VOICE,304,Paul Anderson 0256 clear.
305,VOICE,305,"Enter now please, Assistant Director
Witwer."
306,CIA CRONIN,306,"The central question is: Why does
Anderson want to kill Witwer?"
307,CIA CRONIN (CONT'D),307,We checked your finances.
308,CIA CRONIN (CONT'D),308,"finances.  Nothing irregular, you
don't steal from him, he doesn't
steal from you.  You haven't done
anything that he might have
discovered, and vice versa."
309,FBI SWANSON,309,"Personnel checks reveal no ambitious
coups planned by you to topple him."
310,FBI SWANSON,310,"He's done nothing to you, or you to
him."
311,VICE-PRESIDENT ALMER,311,You fucking his wife?
312,WITWER,312,No.
313,FBI SWANSON,313,HIS MOTHER?  HIS BROTHER?
314,FBI SWANSON (CONT'D),314,Okay.  There we are.
315,JUSTICE POLLARD,315,"So, you are friends, partners, and
soul mates.  Anderson has no motive."
316,WITWER,316,I can't think of one.
317,WITWER,317,"Maybe JUSTICE POLLARD The Precogs
are mistaken?"
318,JUSTICE POLLARD,318,"You don't believe that, do you?"
319,WITWER,319,No.  The Precogs are infallible.
320,SENATOR MALCOLM,320,"You're goddam right.  So, gentlemen
-screw the motive.  We got a
pre-murderer on the run, and a nasty
little PR problem."
321,VICE-PRESIDENT ALMER,321,"And here is our solution.  You are
now"
322,VICE-PRESIDENT ALMER,322,Witwer.
323,VICE-PRESIDENT ALMER (CONT'D),323,"Precrime must demonstrate its
willingness to go after one of its
own.  Total impartiality."
324,WITWER,324,Now
325,CIA CRONIN,325,"The public must believe that every
future murderer is pursued with equal
vigor."
326,FBI SWANSON,326,"Therefore, Precrime will put in charge
the man best suited to the job.  And
who would pursue a murderer harder
... than his intended victim?"
327,JUSTICE POLLARD,327,"You went after Anderson yesterday
-because it was right, and because
you"
328,VICE-PRESIDENT ALMER,328,"And your belief will certainly grow
stronger with each tick of the clock."
329,JUSTICE POLLARD,329,"Haw long will it take, Director?"
330,WITWER,330,"He knows Precrime, of course.  And
the streets -- he's rusty, but he'll
remember how to work them.  It'll
come back to him fast.  He's ... the
best."
331,JUSTICE POLLARD,331,"We're not here to praise Caesar --
we're here to bury him."
332,WITWER,332,"He can't avoid iris identification.
Every door he opens, every ATM he
uses, or taxi or transport he boards
-- he'll get scanned."
333,WITWER,333,It won't take long to find him.
334,TECHNICIAN,334,It's Anderson.
335,WITWER,335,Paul!
336,TECHNICIAN 2,336,"He's been Scanned.  He's on the 33rd
Street Subway!"
337,TECHNICIAN,337,"His cell phone tracks for The Sprawl.
We got him on the Subway, too!"
338,ANDERSON,338,"Why am I going to kill you,Ed?"
339,WITWER,339,There's no motive
340,ANDERSON,340,My wife calling you before breakfast?
341,WITWER,341,"We were planning a surprise party.
It was going to be today."
342,WITWER,342,"Happy birthday, partner."
343,ANDERSON,343,"This party's no fun, Ed. It's a hell
of a surprise, though."
344,ANDERSON,344,"I'm having trouble trusting people,
Ed, I gotta tell you."
345,OFFICER,345,"The train makes two stops, here and
here: 20th, then 33rd Street."
346,WITWER,346,"Split the units, go to both"
347,OFFICER,347,We'll never make 20th
348,ANDERSON,348,"You there, Ed?"
349,WITWER,349,"I'm here.  You gotta come in, Paul ."
350,ANDERSON,350,"I'm a Cop, Ed. I need a motive."
351,WITWER,351,"Come in.  We'll figure this thing
out together."
352,WITWER,352,"It'll get ugly if you keep running.
And your eyes, Paul -- every move
you make a Scanner will pinpoint you
for us."
353,ANDERSON,353,"I saw a news flash.  You're the new
Director.  Is"
354,ANDERSON,354,the point of this?
355,WITWER,355,Fuck you.
356,ANDERSON,356,Didn't think so.  But it has to be
357,ANDERSON,357,Ed.
358,WITWER,358,Paul.  Come in.
359,ANDERSON,359,"If I come in, it puts me close to
you.  If I get close ... I may kill
you.  I can't risk that."
360,ANDERSON,360,"Anyway, they'd force you to lock me
up.  And that'd be it -- I'd never
get my chance to solve this thing."
361,WITWER,361,"You're kinds liking this, in a way,
aren't you?  The action ..."
362,ANDERSON,362,"And you get to be a real cop again.
We get to flex our muscles."
363,ANDERSON,363,talking.  He isn't getting off
364,TECHNICIAN 2,364,"We have visual verification -- he's
still on the train."
365,ANDERSON'S VOICE,365,"I want to tell you something, partner.
You listening?"
366,WITWER,366,Yeah.
367,ANDERSON'S VOICE,367,"I gotta do this.  I have to figure
this thing out."
368,ANDERSON'S VOICE,368,But listen to me now.  If it was
369,ANDERSON'S VOICE,369,"running, I'd come after you, Ed."
370,ANDERSON'S VOICE (CONT'D),370,"You're a cop.  And I'm a future
murderer."
371,ANDERSON'S VOICE (CONT'D),371,"Do your job, Ed. Come after me"
372,ANDERSON'S VOICE (CONT'D),372,"Because, Jesus Christ, I wouldn't
sleep or eat until I had tracked you
down and put a gun to your head."
373,WITWER,373,"You wouldn't shoot a cop would you,
Paul?"
374,WITWER,374,Paul?  Paul?
375,TECHNICIAN 1,375,He's still on the line.
376,VOICES ON ANDERSON'S PHONE,376,"Police.  Everyone down on your hands
and knees!"
377,VOICES ON ANDERSON'S PHONE,377,"Oh, shit."
378,DOC,378,Got a cold.
379,DOC (CONT'D),379,"Don't worry.  I could cut open your
chest, sew a dead cat in there, and
you'd never get an infection.  Not
with the spectrum antibios I'll be
shooting into you."
380,ANDERSON,380,"I'm not here for cat surgery, Doc."
381,ANDERSON (CONT'D),381,It's all I could safely move
382,DOC,382,Yeah.  All right.
383,DOC (CONT'D),383,"You understand what I told you then.
I can't just give you new irises.
The Scanners will read the scar
tissue.  Alarms will go off."
384,ANDERSOIN,384,"I'm a cop, I know"
385,DOC,385,I gotta take your eyes out.
386,DOC (CONT'D),386,And put in new ones.
387,ANDERSON,387,Yeah.  I
388,ANDERSON,388,"it, DOC."
389,ANDERSON (CONT'D),389,Do me quick before I run out of here.
390,DOC'S VOICE,390,"Don't take the bandages off for twenty
four hours.  You'll go blind if you
do."
391,DOC,391,"You're in a room.  I had you moved
here, a couple miles from my place.
If they find you, they don't find
me."
392,DOC (CONT'D),392,"A guy will come in, feed you once."
393,DOC (CONT'D),393,"I juiced up the nano-reconstruction
around your new eyes, 'cause I know
you're in a hurry."
394,ANDERSON,394,Nano-re ...construction.
395,DOC,395,"Organic microrobots that reconstruct
nerves and blood vessels.  It'll
feel like fleas chewing on your
eyeballs.  Don't scratch."
396,DOC (CONT'D),396,"I'm giving you a bonus, might come
in handy.  Feel this."
397,DOC (CONT'D),397,"It's a temporary paralytic enzyme.
Someone spots you, you duck into an
alley, shoot this under your chin."
398,DOC (CONT'D),398,"The enzyme turns your facial muscles
to mush.  You won't look like the
same man."
399,ANDERSON,399,Jesus.
400,DOC,400,"You tighten up again in about thirty
minutes.  Hurts like nothing you
ever felt.  It's vicious, but
effective.  I'll put it in your bag."
401,DOC (CONT'D),401,"I'm setting up a timer.  When it
buzzes tomorrow, take off your
bandages, and get the hell out of
here."
402,ANDERSON,402,"I'm hungry, but sick to my stomach."
403,ANDERSON (CONT'D),403,Guess I should eat.
404,ANDERSON (CONT'D),404,"So how do we do this, pal?"
405,ANDERSON,405,Fuck.
406,ANDERSON,406,to ripping the dressings off
407,OFFICER 1,407,"Got 27 warm bodies in this place.
What should it take, three or four
Spiders?"
408,OFFICER 2,408,"Do four.  Speed things up, so we can
go eat."
409,OLD WOMAN,409,It's nice to have a little company
410,OFFICER 1,410,Stinking drunk.
411,OFFICER 2,411,"Or a guy who doesn't want to get
read."
412,OFFICER 1,412,Let's eat.
413,WITWER,413,"They told me to move into Paul's
office.  I said fuck you very much."
414,WITWER (CONT'D),414,"I don't want to do any of this, Lisa."
415,LISA,415,I know.  I know that.
416,LISA (CONT'D),416,"Everybody's got their reasons for
wanting you in charge.  So do I --
you won't bring him in dead."
417,WITWER,417,Yeah.  But if he shoots a cop ...
418,WITWER,418,"Which is what he does four days from
now, isn't it?"
419,LISA,419,He'd never hurt you.
420,WITWER,420,"I know that.  But the other thing I
know is -- the Precogs are never
wrong."
421,DRIVER,421,"Welcome aboard, Mr. Symington.  Plenty
of seats in the back."
422,ANDERSON,422,"Time to upgrade your alarm system,
Senator."
423,ANDERSON (CONT'D),423,"Your work-up of Witwer.  The Security
Panel would've done one."
424,ANDERSON (CONT'D),424,Why do I kill Witwer?
425,SENATOR MALCOLM,425,There's no motive.
426,ANDERSON,426,"There's, always a motive."
427,ANDERSON (CONT'D),427,"I could've come to anyone on the
panel.  But I picked you."
428,ANDERSON (CONT'D),428,"Of all the shits on that panel, I
like you least of all.  So if this
gun goes off, I'll feel bad, but
not, you know, devastated."
429,SENATOR MALCOLM,429,"What the fuck was I worried about?
You can't kill me.  The Precogs
would've"
430,SENATOR MALCOLM,430,it.
431,SENATOR MALCOLM (CONT'D),431,"Witwer's clean.  You're clean.
There's nothing.  No motive.  Kind
of like something Kafka would've
cooked up."
432,SENATOR MALCOLM (CONT'D),432,"You like that, cockroach?  You're
fucked and you'll never know why."
433,ANDERSON,433,"Tell you something about the Precogs,
Senator.  They're great on murder.
But it's the little things they fail
to see."
434,ANDERSON (CONT'D),434,"Little things like that, for instance."
